,company_name,Type,Rating(K),Employees,Extra_Info
5326,Stedman Pharmaceuticals,Pharma,4.3,201-500 Employees,Chennai +25 more
5327,Total Environment Building Systems,Real Estate,3.9,501-1k Employees,Bangalore/Bengaluru +3 more
5328,Gujarat State Electricity Corporation,Government,4.3,5k-10k Employees,30 years old
5329,Suven Life Sciences,Pharma,4.1,51-200 Employees,34 years old
5330,Ankur Seeds,Agriculture,4.1,1k-5k Employees,Nagpur +26 more
5331,OM Careers,Recruitment,2.9,11-50 Employees,Ludhiana +2 more
5332,Crown Solutions,IT Services & Consulting,3.3,201-500 Employees,Chennai +8 more
5333,Suhail Bahwan Automobiles,Auto Components,4.1,10k-50k Employees,Muscat +7 more
5334,NIMT,Education & Training,4.5,51-200 Employees (Global),Ghaziabad +5 more
5335,MR.DIY,Retail,3.4,51-200 Employees,
5336,Government Medical College,Education & Training,4.2,1k-5k Employees,Kottayam +47 more
5337,Connect Broadband,Telecom,4.1,11-50 Employees,77 years old
5338,Bombay Hospital,Healthcare,3.7,501-1k Employees,Mumbai +5 more
5339,Ford Motor Credit Company,Financial Services,4.2,10k-50k Employees,Dearborn +13 more
5340,Elofic Industries,Auto Components,3.8,201-500 Employees,Faridabad +11 more
5341,Learning Links Foundation,Non-Profit,3.8,501-1k Employees,21 years old
5342,"Sanjay Ghodawat International School, Kolhapur",Education & Training,2.9,201-500 Employees,Kolhapur +9 more
5343,Pontika Aerotech,Clinical Research,3.9,51-200 Employees,6 years old
5344,Tata Strive Skill Development Centre,Education & Training,3.5,501-1k Employees,Mumbai +33 more
5345,Skandhanshi Infra Projects,Real Estate,4.2,501-1k Employees,Kurnool +6 more
5346,PaywithRING,FinTech,4.7,501-1k Employees,Mumbai +12 more
5347,Jaipur National University,Education & Training,3.0,201-500 Employees,Jaipur +1 more
5348,ABC Bearings,Auto Components,3.9,201-500 Employees,62 years old
5349,Reliance Group,1 Lakh+ Employees,4.2,Conglomerate,Mumbai +34 more
5350,Pinnacle Industries,Auto Components,4.0,501-1k Employees,Pithampur +10 more
5351,Sika,Chemicals,4.0,201-500 Employees,113 years old
5352,Armstrong International,Financial Services,4.0,51-200 Employees,Three Rivers +21 more
5353,Safdarjung Hospital,Healthcare,4.6,501-1k Employees,Delhi/NCR +5 more
5354,Fragomen Immigration Services,Travel & Tourism,4.1,51-200 Employees,New York +6 more
5355,Sneha Farms,Agriculture,3.9,501-1k Employees (Global),Hyderabad +8 more
5356,Maharashtra State Electricity Transmission Company,Government,4.3,1k-5k Employees,18 years old
5357,Oswal Castings,Metals & Mining,3.8,51-200 Employees,Faridabad +4 more
5358,Navitas Life Sciences,IT Services & Consulting,3.8,201-500 Employees,Princeton +5 more
5359,Goel Ganga Group,Real Estate,3.9,201-500 Employees,Pune +3 more
5360,Vakilsearch,Legal,3.6,51-200 Employees,11 years old
5361,VWR International,Pharma,3.6,51-200 Employees,Radnor +1 more
5362,World Health Organization,Government,4.2,1k-5k Employees,Geneva +55 more
5363,Bry-Air (Asia),Industrial Machinery,4.2,1k-5k Employees,Gurgaon/Gurugram +13 more
5364,International Flavors & Fragrances,Chemicals,4.0,1k-5k Employees,190 years old
5365,Prothious Engineering Services,Design,3.3,1k-5k Employees,Mumbai +6 more
5366,Agility E Services,IT Services & Consulting,3.9,51-200 Employees,16 years old
5367,TEOCO Software,Software Product,3.8,201-500 Employees,Fairfax +6 more
5368,University of Engineering and Management,Education & Training,3.9,201-500 Employees,Kolkata +16 more
5369,LOTS Wholesale Solutions,Food Processing,3.4,501-1k Employees,Gurgaon +3 more
5370,OneClick IT Consultancy,IT Services & Consulting,4.7,51-200 Employees,Ahmedabad +2 more
5371,VFI SLK Global Services,Financial Services,3.9,1k-5k Employees,Bangalore/Bengaluru +5 more
5372,Geeklurn,EdTech,3.8,51-200 Employees,
5373,Paytm Mall,Internet,3.7,501-1k Employees,13 years old
5374,Veolia,Waste Management,4.0,51-200 Employees,Noida +29 more
5375,Dr. Ram Manohar Lohia Hospital,Healthcare,4.2,201-500 Employees,New Delhi +7 more
5376,Maxinfra,Real Estate,4.1,51-200 Employees,Hyderabad +13 more
5377,SeQuent Scientific,Pharma,3.5,501-1k Employees,38 years old
5378,British Paints,Chemicals,3.3,51-200 Employees,Delhi/NCR +52 more
5379,Bharat Broadband Network,Telecom,4.1,51-200 Employees (Global),New Delhi +51 more
5380,Linc,FMCG,3.7,1k-5k Employees,47 years old
5381,Carwale,Internet,3.8,501-1k Employees,Mumbai +15 more
5382,Fuji Electric,Industrial Machinery,3.9,1k-5k Employees,Tokyo +18 more
5383,Kumar Organic Products,Chemicals,3.7,201-500 Employees,Bangalore +6 more
5384,Nipro India Corporation,Healthcare,3.1,201-500 Employees,Satara +11 more
5385,Manikaran Power,Power,2.7,501-1k Employees,Delhi/NCR +8 more
5386,Sami-Sabinsa Group,Fitness & Wellness,3.1,501-1k Employees,32 years old
5387,Amrapali Group,Real Estate,3.8,501-1k Employees,Noida +13 more
5388,Viztar International,Education & Training,3.4,501-1k Employees,Mumbai +15 more
5389,RateGain,IT Services & Consulting,3.6,201-500 Employees,London +3 more
5390,GCMMF,77 years old,4.0,Anand +40 more,
5391,Ga Digital Web Word,IT Services & Consulting,3.6,201-500 Employees,Ghaziabad +27 more
5392,John Energy,Oil & Gas,3.9,1k-5k Employees,Ahmedabad +9 more
5393,Appcino Technologies,IT Services & Consulting,4.0,201-500 Employees,Jaipur +12 more
5394,S.M. Consultants,Management Consulting,3.8,51-200 Employees,Bhubaneswar +16 more
5395,Orient Paper Mill,Pulp & Paper,3.5,1k-5k Employees,Kolkata +11 more
5396,Maschio Gaspardo,Industrial Machinery,4.1,201-500 Employees,Pune +14 more
5397,Manappuram Home Finance,Financial Services,3.6,201-500 Employees,Mumbai +38 more
5398,Advanced Technology Consulting Service,IT Services & Consulting,4.0,1k-5k Employees,Montvale +7 more
5399,Astegic,IT Services & Consulting,4.3,51-200 Employees,Falls Church +1 more
5400,Pie Infocomm,IT Services & Consulting,4.3,1-10 Employees,Lucknow +4 more
5401,Holy Family Hospital,Healthcare,3.9,1k-5k Employees,Delhi/NCR +11 more
5402,First Data,10k-50k Employees (Global),3.8,Atlanta +12 more,
5403,Flemingo Duty Free Shop,Retail,3.8,201-500 Employees,Navi Mumbai +14 more
5404,Educational Initiatives,EdTech,3.9,201-500 Employees,Ahmedabad +21 more
5405,Forbes Technosys,IT Services & Consulting,4.0,201-500 Employees,Thane +28 more
5406,Vectone Mobile,Telecom,2.8,51-200 Employees,London +2 more
5407,SquadStack,IT Services & Consulting,4.0,201-500 Employees,Noida +8 more
5408,Sula Vineyards,Food Processing,4.4,501-1k Employees,Nashik +13 more
5409,PG Electroplast,Consumer Electronics & Appliances,3.8,501-1k Employees,46 years old
5410,Exicom Tele Systems,Gurgaon/Gurugram +10 more,3.7,,
5411,Calpion Software Technologies,IT Services & Consulting,3.4,201-500 Employees,Dallas +3 more
5412,Health Insurance TPA of India,Insurance,3.8,51-200 Employees,Noida +9 more
5413,WovVTech,Software Product,4.7,51-200 Employees,Mumbai +5 more
5414,QR Crypher,Software Product,4.4,11-50 Employees,Tiruchirappalli +3 more
5415,Garden Reach Shipbuilders & Engineers,Ports & Shipping,3.8,1k-5k Employees,89 years old
5416,Dmi Housing Finance,Financial Services,4.2,51-200 Employees,New Delhi +33 more
5417,Target Engineering Construction Company,Engineering & Construction,3.8,10k-50k Employees,Abu Dhabi +11 more
5418,Sheth Creators,Real Estate,3.4,201-500 Employees,Mumbai +4 more
5419,ILS Hospitals,Healthcare,3.7,501-1k Employees (Global),Kolkata +3 more
5420,Joannou & Paraskevaides,Engineering & Construction,4.4,1-10 Employees,62 years old
5421,Zones Corporate Solutions,IT Services & Consulting,3.4,51-200 Employees,Auburn +5 more
5422,Goibibo,Internet,4.2,1k-5k Employees,Gurgaon +16 more
5423,Lakme Salon,Beauty & Personal Care,3.9,1k-5k Employees (Global),Mumbai +38 more
5424,Poonawalla Finance,NBFC,3.6,51-200 Employees,Pune +57 more
5425,First Abu Dhabi Bank,Banking,2.9,201-500 Employees,6 years old
5426,Motilal Oswal Home Finance,Mumbai +55 more,4.2,,
5427,Tech Mahindra Foundation,Non-Profit,4.1,11-50 Employees,New Delhi +20 more
5428,Indian Coast Guard,Defence & Aerospace,4.3,5k-10k Employees,New Delhi +24 more
5429,Dew Solutions,IT Services & Consulting,4.1,201-500 Employees,Gurgaon +5 more
5430,Ambey Mining,Metals & Mining,3.5,1k-5k Employees,Kolkata +8 more
5431,Kesari Tours,Travel & Tourism,3.8,501-1k Employees,Mumbai +10 more
5432,Etihad Airways,Aviation,4.1,51-200 Employees,Abu Dhabi +11 more
5433,India Power Corporation,Power,3.4,201-500 Employees,104 years old
5434,Macmet Engineering,Industrial Machinery,3.8,501-1k Employees,Kolkata +11 more
5435,Japfa Comfeed,Agriculture,4.2,501-1k Employees,28 years old
5436,Datamatics Financial Services,IT Services & Consulting,3.2,1k-5k Employees,Mumbai +2 more
5437,Diagno Labs,Healthcare,3.8,201-500 Employees (Global),Gurgaon/Gurugram +25 more
5438,Toyo INK,Chemicals,4.2,11-50 Employees,tokyo +10 more
5439,Holostik,Packaging,4.1,1k-5k Employees,32 years old
5440,Serdia Pharmaceuticals,Pharma,3.7,501-1k Employees,Mumbai +22 more
5441,Leonia Holistic Destination,Hospitality,3.9,201-500 Employees,Hyderabad +7 more
5442,Nagata India,Metals & Mining,4.1,51-200 Employees,Gurugram +8 more
5443,Vanesa Care,Beauty & Personal Care,4.0,501-1k Employees,Delhi/NCR +26 more
5444,Sagar Hospital,Healthcare,4.0,1k-5k Employees,Bangalore/Bengaluru +7 more
5445,LinkedIn,Internet,4.4,1k-5k Employees,Sunnyvale +6 more
5446,Merino Laminates,Consumer Electronics & Appliances,3.6,51-200 Employees,Kolkata +33 more
5447,La Renon Healthcare,Pharma,4.1,501-1k Employees,Ahmedabad +18 more
5448,Quality Council of India,Government,3.7,51-200 Employees,26 years old
5449,Ashish Life Science,Healthcare,4.1,51-200 Employees,Mumbai +5 more
5450,Talentica Software,IT Services & Consulting,4.1,201-500 Employees,Pune +1 more
5451,Vamani Overseas,Furniture & Furnishing,3.4,5k-10k Employees,Faridabad +5 more
5452,Netoyed,11-50 Employees,4.0,Noida,
5453,Trane Technologies,Engineering & Construction,4.3,1k-5k Employees,152 years old
5454,Bikayi,Internet,3.0,201-500 Employees,4 years old
5455,Archwell Operations,IT Services & Consulting,3.5,51-200 Employees,
5456,Takata,Auto Components,4.4,1k-5k Employees,Delhi/NCR +10 more
5457,Makino,Auto Components,4.0,51-200 Employees,Mason +14 more
5458,Oriental Bank of Commerce,Banking,3.9,501-1k Employees,Gurgaon/Gurugram +32 more
5459,Sakura Autoparts,Automobile,4.0,51-200 Employees,Kancheepuram +4 more
5460,Innovision,Facility Management Services,3.3,201-500 Employees,Mumbai +31 more
5461,Indian Coast Guard,Defence & Aerospace,4.3,5k-10k Employees,New Delhi +24 more
5462,Sterling Biotech,Pharma,4.1,501-1k Employees,38 years old
5463,Sakura Autoparts,Automobile,4.0,51-200 Employees,Kancheepuram +4 more
5464,Celio Future Fashion,Retail,4.5,501-1k Employees,Saint Quen +29 more
5465,NEARBY TECHNOLOGIES,FinTech,4.1,1k-5k Employees,7 years old
5466,Smiiel - A Unit Of Motherson Sumi System,Semiconductors,3.7,51-200 Employees,Noida +3 more
5467,Student Life,501-1k Employees,3.8,5 years old,
5468,Trane Technologies,Engineering & Construction,4.3,1k-5k Employees,152 years old
5469,Bikayi,Internet,3.0,201-500 Employees,4 years old
5470,Alp Consulting,Recruitment,3.6,201-500 Employees,27 years old
5471,Netoyed,11-50 Employees,4.0,Noida,
5472,Archwell Operations,IT Services & Consulting,3.5,51-200 Employees,
5473,Irclass Systems And Solutions,Ports & Shipping,3.6,501-1k Employees,Mumbai +21 more
5474,Patra India,Visakhapatnam +8 more,3.5,,
5475,Swiss Garnier Life Sciences,Pharma,4.0,201-500 Employees,Chennai +7 more
5476,Toyota Kirloskar Auto Parts,Auto Components,4.5,201-500 Employees,Bangalore +7 more
5477,Exl Service Sez Bpo Solutions,BPO,3.9,10k-50k Employees (Global),New York +11 more
5478,CPM,Recruitment,4.3,501-1k Employees,London +23 more
5479,IFB Agro Industries,Beverage,4.1,1k-5k Employees,41 years old
5480,Creamy foods,Food Processing,3.8,201-500 Employees,32 years old
5481,Speciality Restaurants,Hospitality,4.3,1k-5k Employees,32 years old
5482,Solaris Chemtech,Chemicals,4.4,201-500 Employees,Gurgaon +11 more
5483,Relyon Softech,Software Product,3.8,501-1k Employees,22 years old
5484,Aspiring Minds,Software Product,3.7,201-500 Employees,San Jose +9 more
5485,Adfactors PR,Marketing & Advertising,3.9,1k-5k Employees,Mumbai +7 more
5486,Indian Terrain Fashions,Fashion & Textile,3.8,201-500 Employees,23 years old
5487,Rossell Techsys,Defence & Aerospace,4.4,51-200 Employees,Bangalore/Bengaluru +3 more
5488,Sadhu Forging,Industrial Machinery,3.8,201-500 Employees,Faridabad +6 more
5489,Jotun Paints,Petrochemicals,4.0,201-500 Employees,Sandefjord +19 more
5490,BookMyShow,Internet,4.1,501-1k Employees,Mumbai +13 more
5491,iB Hubs,IT Services & Consulting,4.3,501-1k Employees,Gurgaon +6 more
5492,Ggs Engineering Services,Industrial Machinery,3.5,501-1k Employees,Secunderabad +4 more
5493,Shipping Corporation of India,Logistics,3.8,1k-5k Employees,62 years old
5494,Moody's,Analytics & KPO,4.1,1k-5k Employees,114 years old
5495,RJ Corp,Retail,3.7,51-200 Employees,Gurgaon/Gurugram +27 more
5496,Ramky Group,Engineering & Construction,4.3,1k-5k Employees,Issy-les-moulineaux +29 more
5497,Spectrum Consultants,Recruitment,3.6,51-200 Employees,Bangalore +9 more
5498,Ocrolus East,FinTech,3.4,201-500 Employees,9 years old
5499,Wibmo,FinTech,3.1,51-200 Employees,Bangalore +3 more
5500,CPM,Recruitment,4.3,501-1k Employees,London +23 more
5501,Exl Service Sez Bpo Solutions,BPO,3.9,10k-50k Employees (Global),New York +11 more
5502,Creamy foods,Food Processing,3.8,201-500 Employees,32 years old
5503,Moody's,Analytics & KPO,4.1,1k-5k Employees,114 years old
5504,Sadhu Forging,Industrial Machinery,3.8,201-500 Employees,Faridabad +6 more
5505,Adfactors PR,Marketing & Advertising,3.9,1k-5k Employees,Mumbai +7 more
5506,Galva Decoparts,Chemicals,3.8,51-200 Employees,Vapi +6 more
5507,iB Hubs,IT Services & Consulting,4.3,501-1k Employees,Gurgaon +6 more
5508,Ggs Engineering Services,Industrial Machinery,3.5,501-1k Employees,Secunderabad +4 more
5509,Government of Bihar,Government,3.9,201-500 Employees (Global),Patna +23 more
5510,IFB Agro Industries,Beverage,4.1,1k-5k Employees,41 years old
5511,Avanze Technologies,IT Services & Consulting,2.7,501-1k Employees,Florida +3 more
5512,Aspiring Minds,Software Product,3.7,201-500 Employees,San Jose +9 more
5513,L&T Power Transmission & Distribution,Power,4.4,1k-5k Employees,
5514,Euler Motors,Automobile,3.5,51-200 Employees,8 years old
5515,EICHER TRUCKS AND BUSES,Automobile,4.2,1k-5k Employees,15 years old
5516,Proziod Analytics,IT Services & Consulting,4.1,51-200 Employees,Bengaluru/Bangalore +2 more
5517,Setindiabiz Private Limited,Legal,4.4,51-200 Employees,Noida +4 more
5518,CohnReznick,Financial Services,3.6,201-500 Employees,New York +2 more
5519,Q Way Technologies,501-1k Employees,3.6,13 years old,
5520,Stellar Information Technology,Software Product,3.9,201-500 Employees,Gurgaon/Gurugram +9 more
5521,Tirupati Group,Pharma,4.0,1k-5k Employees,18 years old
5522,Ganesh Grains,FMCG,2.9,51-200 Employees,87 years old
5523,Jyote Motors,Automobile,3.7,51-200 Employees,Bhubaneswar +9 more
5524,Plintron Global Technology Solutions,Telecom,3.6,501-1k Employees,Singapore +2 more
5525,Jayem Automotives,Auto Components,3.5,501-1k Employees,Chennai +6 more
5526,Donear Industries,Fashion & Textile,3.4,1k-5k Employees,46 years old
5527,PerkinElmer,Pharma,4.2,201-500 Employees,Waltham +14 more
5528,Intense Technologies,IT Services & Consulting,4.1,501-1k Employees,33 years old
5529,Bimal Auto Agency,Auto Components,3.8,501-1k Employees,Bangalore/Bengaluru +6 more
5530,ExcelSoft Technologies,IT Services & Consulting,3.5,501-1k Employees,Mysore +3 more
5531,ValueFirst Digital Media,Software Product,3.7,201-500 Employees,Gurgaon +5 more
5532,YFC PROJECTS,Engineering & Construction,3.8,51-200 Employees,Gurgaon/Gurugram +12 more
5533,Schreiber Dynamix Dairies,Electronics Manufacturing,4.3,501-1k Employees,30 years old
5534,Netcore Solutions,IT Services & Consulting,3.6,501-1k Employees,Mumbai +12 more
5535,Dr ITM,BPO,3.4,51-200 Employees,Chandigarh +11 more
5536,LimeRoad,Internet,3.2,501-1k Employees,11 years old
5537,Translumina Therapeutics,Healthcare,4.2,201-500 Employees,Delhi +8 more
5538,Ts Tech Sun India,Automobile,4.3,51-200 Employees,Noida +8 more
5539,Cadeploy Engineering,Engineering & Construction,2.9,501-1k Employees,San Ramon +6 more
5540,Presidium School,Education & Training,4.1,501-1k Employees,New Delhi +6 more
5541,Intense Technologies,IT Services & Consulting,4.1,501-1k Employees,33 years old
5542,Netcore Solutions,IT Services & Consulting,3.6,501-1k Employees,Mumbai +12 more
5543,LimeRoad,Internet,3.2,501-1k Employees,11 years old
5544,Plintron Global Technology Solutions,Telecom,3.6,501-1k Employees,Singapore +2 more
5545,Tirupati Group,Pharma,4.0,1k-5k Employees,18 years old
5546,Ganesh Grains,FMCG,2.9,51-200 Employees,87 years old
5547,C3I Solutions,BPO,3.9,201-500 Employees,Horsham +1 more
5548,INDIA TODAY GROUP,Media & Entertainment,3.9,1k-5k Employees,Noida +9 more
5549,MedTourEasy,Healthcare,4.9,501-1k Employees,New Delhi +1 more
5550,Laminaar Aviation Infotech,IT Services & Consulting,3.0,201-500 Employees,Singapore +4 more
5551,PerkinElmer,Pharma,4.2,201-500 Employees,Waltham +14 more
5552,Schreiber Dynamix Dairies,Electronics Manufacturing,4.3,501-1k Employees,30 years old
5553,Annora Pharma,Pharma,4.1,201-500 Employees,Sangareddy +3 more
5554,Orange Retail Finance,Financial Services,3.9,501-1k Employees,Chennai +41 more
5555,Ts Tech Sun India,Automobile,4.3,51-200 Employees,Noida +8 more
5556,Cadeploy Engineering,Engineering & Construction,2.9,501-1k Employees,San Ramon +6 more
5557,XSEED Education,EdTech,3.3,201-500 Employees (Global),Bangalore/Bengaluru +17 more
5558,Translumina Therapeutics,Healthcare,4.2,201-500 Employees,Delhi +8 more
5559,Aaj Enterprises,Logistics,4.1,201-500 Employees,New Delhi +14 more
5560,RSH Global,FMCG,4.2,51-200 Employees,Kolkata +22 more
5561,Jyote Motors,Automobile,3.7,51-200 Employees,Bhubaneswar +9 more
5562,Redington Gulf,IT Services & Consulting,3.6,1k-5k Employees (Global),Dubai +2 more
5563,Birla Cellulose,Pulp & Paper,3.8,201-500 Employees,
5564,AYM Syntex,Fashion & Textile,4.0,1k-5k Employees,38 years old
5565,SECON Private Limited Bangalore INDIA,Engineering & Construction,3.3,201-500 Employees,Bangalore +12 more
5566,Inditex,Fashion & Textile,3.8,1k-5k Employees,60 years old
5567,Noccarc Robotics,Medical Equipment,4.6,51-200 Employees,Pune +6 more
5568,Fortune Marketing,Hardware & Networking,3.8,1k-5k Employees,Delhi/NCR +17 more
5569,Fermenta Biotech,Pharma,4.2,501-1k Employees,72 years old
5570,Ajnara India,Real Estate,3.7,201-500 Employees,32 years old
5571,Jeena & Company,Logistics,4.5,501-1k Employees,Mumbai +22 more
5572,Basix,Financial Services,4.3,1k-5k Employees,Hyderabad +55 more
5573,NDTV,Broadcasting,3.9,1k-5k Employees,New Delhi +6 more
5574,Brainium Information Technologies,IT Services & Consulting,4.2,201-500 Employees,Kolkata +1 more
5575,Crest Data Systems,IT Services & Consulting,3.4,501-1k Employees,San Jose +1 more
5576,Aksh Optifibre,Telecom,3.6,201-500 Employees,37 years old
5577,Satvat Infosol,IT Services & Consulting,3.4,201-500 Employees,Chennai +4 more
5578,Kayjay Forging,Auto Components,4.0,1k-5k Employees,Ludhiana +5 more
5579,GLA University,Education & Training,3.7,1k-5k Employees,Mathura +7 more
5580,NTL Electronics India,Electronics Manufacturing,4.2,201-500 Employees,Noida +10 more
5581,Zivame.com,Fashion & Textile,3.6,201-500 Employees,Bangalore +18 more
5582,Basix,Financial Services,4.3,1k-5k Employees,Hyderabad +55 more
5583,Puthur Infotech,IT Services & Consulting,3.5,501-1k Employees,Bangalore/Bengaluru +31 more
5584,GLA University,Education & Training,3.7,1k-5k Employees,Mathura +7 more
5585,Mutual Industries,Petrochemicals,3.0,201-500 Employees,44 years old
5586,Indian Oil- Adani Gas,Noida +27 more,3.7,,
5587,Hospet Steels,Iron & Steel,3.7,1k-5k Employees,Koppal +5 more
5588,Cotecna Inspection India,Analytics & KPO,3.9,201-500 Employees,Geneva +23 more
5589,SequelOne,IT Services & Consulting,3.9,201-500 Employees,Gurgaon/Gurugram +17 more
5590,Mahindra Defence Systems,Defence & Aerospace,3.7,201-500 Employees,Mumbai +13 more
5591,Capri Global Housing Finance,Financial Services,3.5,10k-50k Employees,Mumbai +49 more
5592,Keolis Hyderabad Metro,Urban Transport,3.9,1k-5k Employees,Hyderabad/Secunderabad +2 more
5593,Nippo Batteries,Auto Components,4.2,1k-5k Employees,Chennai +26 more
5594,Lanson Toyota,Automobile,4.1,1k-5k Employees,Chennai +7 more
5595,Jeena & Company,Logistics,4.5,501-1k Employees,Mumbai +22 more
5596,DOGUS SOMA JV Office,Engineering & Construction,4.2,501-1k Employees,
5597,Futures Group,Retail,4.3,11-50 Employees,New York +43 more
5598,Barco Electronic Systems,Consumer Electronics & Appliances,4.1,501-1k Employees,Duluth +4 more
5599,Kayjay Forging,Auto Components,4.0,1k-5k Employees,Ludhiana +5 more
5600,Brainium Information Technologies,IT Services & Consulting,4.2,201-500 Employees,Kolkata +1 more
5601,Crest Data Systems,IT Services & Consulting,3.4,501-1k Employees,San Jose +1 more
5602,AT&S,Semiconductors,4.2,5k-10k Employees (Global),Mumbai +24 more
5603,Fortune Marketing,Hardware & Networking,3.8,1k-5k Employees,Delhi/NCR +17 more
5604,Fermenta Biotech,Pharma,4.2,501-1k Employees,72 years old
5605,Hindustan PowerProjects,Power,3.8,1-10 Employees,Delhi +10 more
5606,STPL,IT Services & Consulting,4.3,51-200 Employees,San Mateo +20 more
5607,Apex Hospital,Healthcare,3.8,51-200 Employees (Global),Jaipur +21 more
5608,Suvision Holdings,Telecom,3.6,51-200 Employees,Bangalore/Bengaluru +2 more
5609,Shiash Info Solutions,IT Services & Consulting,3.2,201-500 Employees,
5610,Videocon Industries Ltd.,Consumer Electronics & Appliances,4.0,5k-10k Employees,44 years old
5611,Destek Infosolutions,IT Services & Consulting,4.0,51-200 Employees,Pune
5612,Uniqlo,Retail,3.2,51-200 Employees,
5613,L&T Smart World & Communication,IT Services & Consulting,4.4,201-500 Employees,
5614,Marelli Motherson Automotive Lighting,11-50 Employees,4.0,Pune +8 more,
5615,Successive Technologies,IT Services & Consulting,4.0,501-1k Employees,Noida +2 more
5616,CGS,IT Services & Consulting,3.5,11-50 Employees,New York +9 more
5617,Taal Tech India,IT Services & Consulting,4.1,201-500 Employees,Bangalore/Bengaluru +7 more
5618,"L&T Construction, Mining and Industrial Machinery",Industrial Machinery,4.4,1k-5k Employees,
5619,ZF Wabco,Chennai +10 more,3.8,,
5620,CGS,IT Services & Consulting,3.5,11-50 Employees,New York +9 more
5621,Rushil Decor,Building Material,4.0,501-1k Employees,29 years old
5622,Niit Foundation,Education & Training,4.0,501-1k Employees,New Delhi +22 more
5623,Automotive Stampings and Assemblies,Auto Components,3.5,501-1k Employees,33 years old
5624,Furnace Fabrica India,Engineering & Construction,3.4,201-500 Employees,Navi Mumbai +9 more
5625,Jindal India Thermal Power,Power,3.7,201-500 Employees,New Delhi +11 more
5626,AYTB,Engineering & Construction,3.5,51-200 Employees,Al Jubail +6 more
5627,KnowledgeHut,EdTech,4.1,501-1k Employees,Wilmington +5 more
5628,Emami Frank Ross,Retail,3.8,201-500 Employees,117 years old
5629,Amnet Systems,IT Services & Consulting,4.0,501-1k Employees,Chennai +3 more
5630,Maharishi Markandeshwar University,Education & Training,3.8,501-1k Employees,Ambala +5 more
5631,Chassis Brakes International,Auto Components,3.8,5k-10k Employees (Global),Amsterdam +7 more
5632,The Cosmos Co-operative Bank,Banking,3.8,1k-5k Employees,Pune +21 more
5633,West Bengal State Electricity Distribution Company,Power,3.3,5k-10k Employees,16 years old
5634,Prgx India,Accounting & Auditing,3.7,201-500 Employees,Atlanta
5635,Anmol Biscuits,FMCG,4.1,501-1k Employees,29 years old
5636,Annet Technologies,Software Product,4.2,201-500 Employees,Dallas +4 more
5637,SMC Power Generation,Iron & Steel,3.8,501-1k Employees,23 years old
5638,Wonderchef Home Appliances,Consumer Electronics & Appliances,3.9,201-500 Employees,Mumbai +23 more
5639,Nirmal Bang,Financial Services,3.5,1k-5k Employees,Kolkata +22 more
5640,Pradan,Non-Profit,3.8,201-500 Employees,New Delhi +36 more
5641,Fedders Lloyd,Engineering & Construction,4.1,201-500 Employees,66 years old
5642,Sun Technologies,IT Services & Consulting,4.0,201-500 Employees,Atlanta +6 more
5643,IG Petrochemicals,Chemicals,3.7,1k-5k Employees,35 years old
5644,Marathon Electric India,Semiconductors,3.7,201-500 Employees,Las Vegas +10 more
5645,Punjab and Maharashtra Co-operative Bank,Banking,3.9,10k-50k Employees (Global),39 years old
5646,Sapphire International School,Education & Training,4.6,51-200 Employees (Global),Noida +9 more
5647,Aapna Infotech,IT Services & Consulting,4.6,51-200 Employees,Delhi/NCR +3 more
5648,Crossword Bookstores,Retail,4.2,201-500 Employees,Mumbai +23 more
5649,Sarda Energy & Minerals,Iron & Steel,4.4,1k-5k Employees,50 years old
5650,BigStep Technologies,IT Services & Consulting,4.3,51-200 Employees,Gurgaon/Gurugram
5651,Billedright Healthcare Solutions,Healthcare,4.5,51-200 Employees,Longwood +2 more
5652,MyCaptain,Internet,3.5,51-200 Employees,7 years old
5653,Vaidik Eduservices,EdTech,3.1,201-500 Employees,Noida +6 more
5654,DTC Projects,Real Estate,3.7,51-200 Employees,Kolkata +8 more
5655,Autocop India,Semiconductors,3.8,201-500 Employees,Mumbai  +27 more
5656,Divgi Torqtransfer Systems,Auto Components,3.7,51-200 Employees,Pune +2 more
5657,Terralogic Software Solutions,IT Services & Consulting,3.6,201-500 Employees,San Jose +7 more
5658,Sahara India Financial Corporation,Financial Services,3.5,10k-50k Employees (Global),Lucknow +48 more
5659,ANI INTEGRATED SERVICES,Engineering & Construction,3.7,201-500 Employees,35 years old
5660,SAS,IT Services & Consulting,4.1,201-500 Employees,Cary +17 more
5661,Upstox,FinTech,3.9,1k-5k Employees,12 years old
5662,MyCaptain,Internet,3.5,51-200 Employees,7 years old
5663,Cosmos Impex,Industrial Machinery,4.0,501-1k Employees (Global),Vadodara +20 more
5664,Pothys,Fashion & Textile,4.1,501-1k Employees,Chennai +12 more
5665,Renata Precision Components,Industrial Machinery,3.9,501-1k Employees,Pune +3 more
5666,Mohani Tea Leaves,FMCG,3.8,201-500 Employees,Kanpur +15 more
5667,Ferromatik Milacron,Industrial Machinery,3.8,11-50 Employees,Ahmedabad +8 more
5668,Visible Alpha Solutions,IT Services & Consulting,4.1,501-1k Employees,Mumbai +5 more
5669,Graphite India,Electrical Equipment,3.8,1k-5k Employees,61 years old
5670,Msc Cruises,Ports & Shipping,4.3,501-1k Employees,Geneva +7 more
5671,Desai Construction,Engineering & Construction,4.2,51-200 Employees,Mumbai +15 more
